00:13:49 | 0.9916 | PREDICTIVE
00:13:49 | 1.0053 | FIREWALL
00:13:49 | 0.7253 | PREDICTIVE
00:13:49 | 1.0053 | FIREWALL
00:13:49 | 0.7253 | PREDICTIVE
00:13:49 | 1.0053 | FIREWALL
00:13:49 | 0.7253 | PREDICTIVE
00:13:49 | 1.0053 | FIREWALL
00:13:49 | 0.7253 | PREDICTIVE
00:13:49 | 1.0053 | FIREWALL
00:13:50 | 0.7253 | PREDICTIVE
00:13:50 | 1.0053 | FIREWALL
00:13:50 | 0.7253 | PREDICTIVE
00:13:50 | 1.0053 | FIREWALL
00:13:50 | 0.7253 | PREDICTIVE
00:13:50 | 1.0053 | FIREWALL
00:13:50 | 0.7253 | PREDICTIVE
00:13:50 | 1.0053 | FIREWALL
00:13:50 | 0.7253 | PREDICTIVE
00:13:50 | 1.0053 | FIREWALL
00:13:51 | 0.7253 | PREDICTIVE
00:13:51 | 1.0053 | FIREWALL
00:13:51 | 0.7253 | PREDICTIVE
00:13:51 | 1.0053 | FIREWALL
00:13:51 | 0.7253 | PREDICTIVE
00:13:51 | 1.0053 | FIREWALL
00:13:51 | 0.7253 | PREDICTIVE
00:13:51 | 1.0053 | FIREWALL
00:13:51 | 0.7253 | PREDICTIVE
00:13:51 | 1.0053 | FIREWALL
00:13:52 | 0.7253 | PREDICTIVE
00:13:52 | 1.0053 | FIREWALL
00:13:52 | 0.7253 | PREDICTIVE
00:13:52 | 1.0053 | FIREWALL
00:13:52 | 0.7253 | PREDICTIVE
00:13:52 | 1.0053 | FIREWALL
00:13:52 | 0.7253 | PREDICTIVE
00:13:52 | 1.0053 | FIREWALL
00:13:52 | 0.7253 | PREDICTIVE
00:13:52 | 1.0053 | FIREWALL
00:13:53 | 0.7253 | PREDICTIVE
00:13:53 | 1.0053 | FIREWALL
00:13:53 | 0.7253 | PREDICTIVE
00:13:53 | 1.0053 | FIREWALL
00:13:53 | 0.7253 | PREDICTIVE
00:13:53 | 1.0053 | FIREWALL
00:13:53 | 0.7253 | PREDICTIVE
00:13:53 | 1.0053 | FIREWALL
00:13:53 | 0.7253 | PREDICTIVE
00:13:53 | 1.0053 | FIREWALL
00:13:54 | 0.7253 | PREDICTIVE
00:13:54 | 1.0053 | FIREWALL
00:13:54 | 0.7253 | PREDICTIVE
00:13:54 | 1.0053 | FIREWALL
00:13:54 | 0.7253 | PREDICTIVE
00:13:54 | 1.0053 | FIREWALL
00:13:54 | 0.7253 | PREDICTIVE
00:13:54 | 1.0053 | FIREWALL
00:13:54 | 0.7253 | PREDICTIVE
00:13:54 | 1.0053 | FIREWALL
00:13:55 | 0.7253 | PREDICTIVE
00:13:55 | 1.0053 | FIREWALL
00:13:55 | 0.7253 | PREDICTIVE
00:13:55 | 1.0053 | FIREWALL
00:13:55 | 0.7253 | PREDICTIVE
00:13:55 | 1.0053 | FIREWALL
00:13:55 | 0.7253 | PREDICTIVE
00:13:55 | 1.0053 | FIREWALL
00:13:55 | 0.7253 | PREDICTIVE
00:13:55 | 1.0053 | FIREWALL
00:13:56 | 0.7253 | PREDICTIVE
00:13:56 | 1.0053 | FIREWALL
00:13:56 | 0.7253 | PREDICTIVE
00:13:56 | 1.0053 | FIREWALL
00:13:56 | 0.7253 | PREDICTIVE
00:13:56 | 1.0053 | FIREWALL
00:13:56 | 0.7253 | PREDICTIVE
00:13:56 | 1.0053 | FIREWALL
00:13:56 | 0.7253 | PREDICTIVE
00:13:56 | 1.0053 | FIREWALL
00:13:57 | 0.7253 | PREDICTIVE
00:13:57 | 1.0053 | FIREWALL
00:13:57 | 0.7253 | PREDICTIVE
00:13:57 | 1.0053 | FIREWALL
00:13:57 | 0.7253 | PREDICTIVE
00:13:57 | 1.0053 | FIREWALL
00:13:57 | 0.7253 | PREDICTIVE
00:13:57 | 1.0053 | FIREWALL
00:13:57 | 0.7253 | PREDICTIVE
00:13:57 | 1.0053 | FIREWALL
00:13:58 | 0.7253 | PREDICTIVE
00:13:58 | 1.0053 | FIREWALL
00:13:58 | 0.7253 | PREDICTIVE
00:13:58 | 1.0053 | FIREWALL
00:13:58 | 0.7253 | PREDICTIVE
00:13:58 | 1.0053 | FIREWALL
00:13:58 | 0.7253 | PREDICTIVE
00:13:58 | 1.0053 | FIREWALL
00:13:58 | 0.7253 | PREDICTIVE
00:13:58 | 1.0053 | FIREWALL
00:13:59 | 0.7253 | PREDICTIVE
00:13:59 | 1.0053 | FIREWALL
00:13:59 | 0.7253 | PREDICTIVE
00:13:59 | 1.0053 | FIREWALL
00:13:59 | 0.7253 | PREDICTIVE
00:13:59 | 1.0053 | FIREWALL
00:13:59 | 0.7253 | PREDICTIVE
00:13:59 | 1.0053 | FIREWALL
00:13:59 | 0.7253 | PREDICTIVE
00:14:00 | 1.0053 | FIREWALL
00:14:00 | 0.7253 | PREDICTIVE
00:14:00 | 1.0053 | FIREWALL
00:14:00 | 0.7253 | PREDICTIVE
00:14:00 | 1.0053 | FIREWALL
00:14:00 | 0.7253 | PREDICTIVE
00:14:00 | 1.0053 | FIREWALL
00:14:00 | 0.7253 | PREDICTIVE
00:14:00 | 1.0053 | FIREWALL
00:14:00 | 0.7253 | PREDICTIVE
00:14:01 | 1.0053 | FIREWALL
00:14:01 | 0.7253 | PREDICTIVE
00:14:01 | 1.0053 | FIREWALL
00:14:01 | 0.7253 | PREDICTIVE
00:14:01 | 1.0053 | FIREWALL
00:14:01 | 0.7253 | PREDICTIVE
00:14:01 | 1.0053 | FIREWALL
00:14:01 | 0.7253 | PREDICTIVE
00:14:01 | 1.0053 | FIREWALL
00:14:01 | 0.7253 | PREDICTIVE
00:14:02 | 1.0053 | FIREWALL
00:14:02 | 0.7253 | PREDICTIVE
00:14:02 | 1.0053 | FIREWALL
00:14:02 | 0.7253 | PREDICTIVE
00:14:02 | 1.0053 | FIREWALL
00:14:02 | 0.7253 | PREDICTIVE
00:14:02 | 1.0053 | FIREWALL
00:14:02 | 0.7253 | PREDICTIVE
00:14:02 | 1.0053 | FIREWALL
00:14:02 | 0.7253 | PREDICTIVE
00:14:03 | 1.0053 | FIREWALL
00:14:03 | 0.7253 | PREDICTIVE
00:14:03 | 1.0053 | FIREWALL
00:14:03 | 0.7253 | PREDICTIVE
00:14:03 | 1.0053 | FIREWALL
00:14:03 | 0.7253 | PREDICTIVE
00:14:03 | 1.0053 | FIREWALL
00:14:03 | 0.7253 | PREDICTIVE
00:14:03 | 1.0053 | FIREWALL
00:14:03 | 0.7253 | PREDICTIVE
00:14:04 | 1.0053 | FIREWALL
00:14:04 | 0.7253 | PREDICTIVE
00:14:04 | 1.0053 | FIREWALL
00:14:04 | 0.7253 | PREDICTIVE
00:14:04 | 1.0053 | FIREWALL
00:14:04 | 0.7253 | PREDICTIVE
00:14:04 | 1.0053 | FIREWALL
00:14:04 | 0.7253 | PREDICTIVE
00:14:04 | 1.0053 | FIREWALL
00:14:04 | 0.7253 | PREDICTIVE
00:14:05 | 1.0053 | FIREWALL
00:14:05 | 0.7253 | PREDICTIVE
00:14:05 | 1.0053 | FIREWALL
00:14:05 | 0.7253 | PREDICTIVE
